Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,Humidity,Pressure,UVIEF,CityCode
2009-01-01,24.5,31.5,2.4,39.0,73.0,1003.15,14.443,DAR
2009-01-02,27.7,32.3,0.0,43.0,65.5,1003.95,15.493,DAR
2009-01-03,25.8,32.7,2.0,48.0,73.0,1004.35,15.237,DAR
2009-01-04,26.1,31.1,15.0,48.0,77.5,1005.6,14.617,DAR
2009-01-05,23.8,31.7,24.2,44.0,82.5,1005.75,13.809,DAR
2009-01-06,24.0,32.7,6.0,39.0,71.5,1005.45,13.995,DAR
2009-01-07,27.7,33.3,0.0,43.0,69.5,1006.5,14.045,DAR
2009-01-08,28.5,33.4,0.0,50.0,74.0,1005.0,14.091,DAR
2009-01-09,28.8,31.0,0.0,74.0,71.0,1003.5,14.186,DAR
2009-01-10,25.0,31.8,10.4,52.0,77.5,1002.9,14.197,DAR
2009-01-11,24.0,32.4,9.8,43.0,69.5,1004.9,14.309,DAR
2009-01-12,27.6,33.9,0.0,39.0,69.5,1007.45,13.461,DAR
2009-01-13,25.1,33.7,0.0,35.0,69.0,1007.25,13.656,DAR
2009-01-14,26.2,30.0,7.4,48.0,80.5,1007.75,13.963,DAR
2009-01-15,23.5,33.0,7.0,65.0,70.5,1005.65,13.416,DAR
2009-01-16,23.6,30.8,53.0,35.0,77.0,1006.95,14.496,DAR
2009-01-17,26.3,31.6,0.0,30.0,82.0,1007.55,14.457,DAR
2009-01-18,25.2,32.6,0.4,31.0,73.0,1007.4,15.501,DAR
2009-01-19,26.9,32.8,0.0,35.0,70.0,1007.25,15.052,DAR
2009-01-20,26.5,33.1,1.6,44.0,70.0,1008.1,14.792,DAR
2009-01-21,25.0,32.5,14.4,35.0,72.0,1008.4,15.458,DAR
2009-01-22,25.8,32.0,8.8,28.0,84.0,1007.95,15.236,DAR
2009-01-23,22.9,31.7,81.0,28.0,73.5,1007.8,15.357,DAR
2009-01-24,25.4,31.9,0.0,33.0,72.5,1008.4,15.271,DAR
2009-01-25,26.5,30.9,4.4,43.0,80.5,1008.15,16.964,DAR
2009-01-26,23.9,31.5,53.4,33.0,80.0,1007.7,15.87,DAR
2009-01-27,25.8,32.3,0.4,39.0,77.0,1006.65,15.504,DAR
2009-01-28,26.9,30.8,2.2,56.0,78.5,1005.45,15.008,DAR
2009-01-29,24.5,31.8,17.0,65.0,85.5,1004.55,15.211,DAR
2009-01-30,23.6,31.4,41.4,69.0,81.5,1002.5,14.97,DAR
2009-01-31,22.9,31.6,48.8,63.0,74.5,1002.35,16.227,DAR
2009-02-01,23.0,30.6,2.4,59.0,82.5,1004.2,15.127,DAR
2009-02-02,23.2,32.2,3.4,54.0,70.5,1002.7,15.118,DAR
2009-02-03,25.8,31.7,0.4,50.0,71.5,1002.7,15.218,DAR
2009-02-04,26.1,31.9,8.6,50.0,67.0,1002.95,15.882,DAR
2009-02-05,26.9,32.0,0.6,50.0,72.5,1002.95,15.762,DAR
2009-02-06,24.8,31.1,2.0,56.0,74.0,1002.6,14.94,DAR
2009-02-07,23.7,29.2,95.8,70.0,92.5,1004.3,15.397,DAR
2009-02-08,24.5,31.2,9.8,61.0,79.5,1005.0,15.061,DAR
2009-02-09,23.1,29.4,48.8,48.0,88.5,1004.75,16.389,DAR
2009-02-10,24.6,31.6,36.8,35.0,79.0,1003.35,16.529,DAR
2009-02-11,25.2,30.8,8.4,35.0,85.5,1004.65,16.609,DAR
2009-02-12,26.1,31.1,1.0,28.0,81.0,1006.0,17.35,DAR
2009-02-13,25.8,28.8,9.8,35.0,86.5,1007.5,17.033,DAR
2009-02-14,24.6,30.7,12.6,39.0,81.0,1007.7,16.655,DAR
2009-02-15,24.4,31.9,18.4,31.0,75.5,1007.2,15.978,DAR
2009-02-16,24.5,26.5,24.2,33.0,96.5,1007.0,15.945,DAR
2009-02-17,24.1,31.2,90.4,46.0,82.5,1006.1,15.766,DAR
2009-02-18,22.8,31.0,53.2,33.0,79.5,1005.85,15.248,DAR
2009-02-19,25.3,32.4,0.0,35.0,70.5,1006.4,15.309,DAR
2009-02-20,25.4,32.1,0.2,35.0,70.5,1007.55,15.494,DAR
2009-02-21,26.7,33.0,0.0,56.0,73.0,1006.1,15.993,DAR
2009-02-22,25.2,31.1,8.0,39.0,85.5,1005.1,15.919,DAR
2009-02-23,24.4,31.1,4.8,39.0,78.0,1004.9,15.562,DAR
2009-02-24,24.0,31.3,3.2,35.0,79.0,1003.8,15.74,DAR
2009-02-25,24.6,30.1,15.2,35.0,84.0,1003.85,16.486,DAR
2009-02-26,25.2,31.7,1.6,43.0,76.0,1005.7,16.066,DAR
2009-02-27,23.7,29.4,35.8,30.0,84.0,1006.8,16.013,DAR
2009-02-28,25.3,30.8,0.4,33.0,85.5,1007.65,15.788,DAR
2009-03-01,24.3,32.1,7.0,31.0,81.5,1007.3,14.885,DAR
2009-03-02,25.8,31.1,0.0,24.0,85.0,1007.55,15.08,DAR
2009-03-03,25.5,31.5,19.0,20.0,80.5,1008.15,15.18,DAR
2009-03-04,25.5,32.9,0.6,30.0,76.5,1009.15,13.582,DAR
2009-03-05,25.5,33.3,0.0,28.0,72.5,1009.1,14.329,DAR
2009-03-06,25.0,34.4,2.6,33.0,58.5,1007.95,14.438,DAR
2009-03-07,26.7,34.1,0.0,30.0,54.0,1007.65,14.784,DAR
2009-03-08,25.4,33.4,0.0,35.0,69.5,1006.7,14.967,DAR
2009-03-09,26.6,33.5,0.0,35.0,66.5,1007.85,14.561,DAR
2009-03-10,26.0,33.3,0.0,39.0,67.5,1008.15,13.53,DAR
2009-03-11,26.7,33.5,0.0,50.0,70.5,1007.8,14.683,DAR
2009-03-12,24.0,34.2,5.4,69.0,75.0,1008.15,14.665,DAR
2009-03-13,23.4,33.5,1.2,59.0,67.0,1008.25,14.526,DAR
2009-03-14,22.8,31.8,13.4,50.0,75.5,1007.9,14.432,DAR
2009-03-15,23.4,31.1,19.8,57.0,87.0,1007.25,14.141,DAR
2009-03-16,23.5,31.7,16.2,39.0,77.0,1007.8,15.306,DAR
2009-03-17,24.2,32.6,12.8,100.0,75.0,1007.6,14.231,DAR
2009-03-18,22.4,34.9,8.6,31.0,51.5,1007.9,13.713,DAR
2009-03-19,22.2,34.5,0.0,30.0,51.5,1007.9,13.692,DAR
2009-03-20,24.6,34.7,0.0,37.0,46.0,1007.95,14.317,DAR
2009-03-21,25.1,34.2,0.0,39.0,67.5,1008.4,13.773,DAR
2009-03-22,25.3,33.8,0.0,39.0,67.5,1008.5,13.276,DAR
2009-03-23,27.2,32.9,0.0,33.0,69.0,1009.65,14.142,DAR
2009-03-24,25.8,34.0,0.6,56.0,75.0,1009.4,13.795,DAR
2009-03-25,23.4,33.7,1.0,31.0,67.5,1010.4,13.294,DAR
2009-03-26,22.2,32.4,7.4,48.0,65.0,1011.1,12.913,DAR
2009-03-27,24.5,32.5,0.0,39.0,62.5,1010.45,13.213,DAR
2009-03-28,25.1,33.3,0.0,50.0,56.0,1009.4,13.411,DAR
2009-03-29,24.8,32.6,0.0,37.0,57.0,1008.8,13.723,DAR
2009-03-30,25.1,32.8,0.0,48.0,56.0,1009.1,13.885,DAR
2009-03-31,25.9,34.0,0.0,41.0,60.0,1009.2,13.078,DAR
2009-04-01,24.3,34.5,0.0,39.0,56.5,1009.1,11.884,DAR
2009-04-02,24.0,32.8,0.0,30.0,63.0,1010.2,12.691,DAR
2009-04-03,24.4,32.6,0.0,30.0,61.0,1010.7,12.258,DAR
2009-04-04,24.1,33.2,0.0,30.0,62.5,1010.7,12.907,DAR
2009-04-05,25.4,33.5,0.0,35.0,68.5,1009.2,12.375,DAR
2009-04-06,25.2,32.7,3.8,63.0,79.0,1008.25,12.617,DAR
2009-04-07,22.9,33.4,17.8,93.0,71.5,1009.55,12.633,DAR
2009-04-08,22.1,33.1,22.6,33.0,71.5,1009.6,12.739,DAR
2009-04-09,23.1,32.0,7.2,41.0,76.5,1009.2,12.335,DAR
2009-04-10,24.4,33.8,0.2,31.0,62.5,1008.55,12.553,DAR
2009-04-11,25.5,33.9,0.0,37.0,62.0,1009.3,11.947,DAR
2009-04-12,25.8,34.5,0.0,31.0,62.0,1008.7,11.988,DAR
2009-04-13,26.0,34.3,0.0,33.0,60.5,1007.2,11.749,DAR
2009-04-14,26.1,34.9,0.0,26.0,57.0,1007.45,11.82,DAR
2009-04-15,26.5,33.5,6.2,52.0,72.0,1007.65,11.792,DAR
2009-04-16,25.3,32.4,2.8,31.0,90.0,1008.05,11.85,DAR
2009-04-17,26.1,32.8,2.6,33.0,81.5,1007.65,11.435,DAR
2009-04-18,26.7,35.0,0.0,44.0,62.0,1008.6,11.311,DAR
2009-04-19,25.9,33.3,0.4,39.0,67.5,1008.4,11.588,DAR
2009-04-20,24.6,34.4,0.0,30.0,57.5,1007.4,11.198,DAR
2009-04-21,25.1,34.1,0.0,41.0,52.5,1008.3,11.349,DAR
2009-04-22,24.3,34.4,0.0,37.0,46.5,1009.5,10.939,DAR
2009-04-23,24.5,34.0,0.0,33.0,61.5,1009.9,10.846,DAR
2009-04-24,24.1,32.9,0.0,28.0,62.0,1009.45,11.059,DAR
2009-04-25,24.3,33.4,0.0,30.0,67.0,1009.9,11.506,DAR
2009-04-26,24.8,35.1,0.0,35.0,55.0,1010.3,10.763,DAR
2009-04-27,24.7,33.0,0.0,28.0,54.0,1011.8,10.694,DAR
2009-04-28,23.9,33.6,0.0,41.0,39.0,1012.55,10.411,DAR
2009-04-29,21.5,33.7,0.0,39.0,35.5,1011.8,10.36,DAR
2009-04-30,22.1,33.8,0.0,41.0,30.0,1010.55,10.936,DAR
2009-05-01,23.2,33.6,0.0,37.0,50.0,1010.75,10.475,DAR
2009-05-02,25.7,34.1,0.0,50.0,48.0,1010.85,10.31,DAR
2009-05-03,24.4,33.9,0.0,48.0,45.5,1011.55,10.098,DAR
2009-05-04,22.5,34.3,0.0,50.0,40.0,1011.45,10.141,DAR
2009-05-05,25.2,33.9,0.0,52.0,49.0,1011.25,9.726,DAR
2009-05-06,25.2,31.6,0.0,39.0,55.0,1012.15,9.836,DAR
2009-05-07,23.7,31.9,0.0,48.0,34.0,1011.25,10.169,DAR
2009-05-08,23.8,30.9,0.0,39.0,51.0,1010.9,9.658,DAR
2009-05-09,24.3,32.8,0.0,39.0,51.5,1010.55,9.832,DAR
2009-05-10,22.8,33.4,0.0,46.0,52.5,1009.7,9.088,DAR
2009-05-11,23.9,33.6,0.0,44.0,44.0,1009.75,8.765,DAR
2009-05-12,21.9,32.1,0.0,43.0,25.5,1009.6,9.086,DAR
2009-05-13,19.2,31.1,0.0,35.0,28.0,1008.8,9.492,DAR
2009-05-14,20.4,32.6,0.0,39.0,36.5,1008.4,9.484,DAR
2009-05-15,22.1,33.4,0.0,41.0,42.5,1009.85,9.328,DAR
2009-05-16,22.0,34.1,0.0,50.0,42.5,1010.5,9.169,DAR
2009-05-17,21.9,33.3,0.0,43.0,47.0,1009.5,8.969,DAR
2009-05-18,24.5,32.9,0.0,35.0,65.0,1009.2,8.864,DAR
2009-05-19,25.2,31.9,0.0,33.0,75.5,1009.4,8.846,DAR
2009-05-20,23.8,32.6,0.4,35.0,64.0,1009.9,8.567,DAR
2009-05-21,22.0,32.0,0.0,35.0,51.0,1011.25,8.562,DAR
2009-05-22,19.9,32.2,0.0,31.0,44.0,1011.35,8.745,DAR
2009-05-23,18.7,31.0,0.0,30.0,58.5,1010.1,8.466,DAR
2009-05-24,19.4,31.2,0.0,28.0,52.0,1010.45,8.081,DAR
2009-05-25,20.6,31.7,0.0,31.0,55.5,1010.7,8.487,DAR
2009-05-26,20.9,31.7,0.0,35.0,50.5,1011.0,8.38,DAR
2009-05-27,21.9,32.0,0.0,37.0,49.0,1010.85,8.436,DAR
2009-05-28,21.0,32.3,0.0,31.0,56.0,1010.9,8.211,DAR
2009-05-29,23.3,33.0,0.0,39.0,54.5,1011.4,8.649,DAR
2009-05-30,23.7,34.2,0.0,35.0,57.5,1012.05,8.571,DAR
2009-05-31,23.3,32.8,0.0,31.0,62.5,1012.7,8.438,DAR
2009-06-01,22.3,33.3,0.0,37.0,50.5,1012.95,8.754,DAR
2009-06-02,22.0,33.7,0.0,46.0,46.0,1013.4,8.793,DAR
2009-06-03,22.4,32.8,0.0,39.0,41.0,1012.5,8.744,DAR
2009-06-04,21.3,33.3,0.0,46.0,40.0,1012.2,8.917,DAR
2009-06-05,20.9,32.6,0.0,33.0,40.0,1011.55,8.942,DAR
2009-06-06,19.5,31.1,0.0,28.0,59.0,1012.45,8.636,DAR
2009-06-07,20.6,31.2,0.0,30.0,63.5,1011.55,8.316,DAR
2009-06-08,22.4,32.8,0.0,33.0,50.5,1013.0,8.701,DAR
2009-06-09,23.3,32.3,0.0,37.0,54.0,1014.6,8.167,DAR
2009-06-10,19.8,30.9,0.0,44.0,22.5,1015.35,8.398,DAR
2009-06-11,17.2,28.3,0.0,43.0,25.0,1014.45,8.151,DAR
2009-06-12,16.0,30.1,0.0,37.0,33.0,1014.2,7.998,DAR
2009-06-13,18.2,30.5,0.0,28.0,42.5,1013.25,8.162,DAR
2009-06-14,18.8,32.1,0.0,28.0,38.5,1012.05,8.02,DAR
2009-06-15,19.3,31.4,0.0,30.0,59.5,1011.5,8.007,DAR
2009-06-16,18.8,32.4,0.0,44.0,50.0,1013.2,8.232,DAR
2009-06-17,19.5,31.7,0.0,44.0,28.5,1015.15,8.116,DAR
2009-06-18,19.0,28.9,0.0,41.0,26.0,1015.2,8.029,DAR
2009-06-19,16.2,28.4,0.0,33.0,26.0,1013.5,7.799,DAR
2009-06-20,14.9,30.0,0.0,31.0,30.0,1012.85,7.915,DAR
2009-06-21,18.0,30.7,0.0,28.0,36.0,1012.1,7.836,DAR
2009-06-22,20.1,31.6,0.0,35.0,42.0,1011.55,7.865,DAR
2009-06-23,23.2,32.3,0.0,39.0,53.5,1011.5,7.923,DAR
2009-06-24,21.5,32.8,0.0,37.0,52.0,1011.7,7.582,DAR
2009-06-25,20.3,32.4,0.0,31.0,63.0,1011.55,7.745,DAR
2009-06-26,21.1,31.1,0.0,31.0,63.0,1011.7,7.997,DAR
2009-06-27,21.1,30.9,0.0,31.0,76.0,1010.6,7.996,DAR
2009-06-28,23.2,31.6,0.0,35.0,70.5,1011.1,8.377,DAR
2009-06-29,20.6,31.8,0.0,30.0,66.0,1010.8,8.256,DAR
2009-06-30,22.2,30.8,0.0,26.0,68.5,1013.0,8.205,DAR
2009-07-01,21.5,34.0,0.0,46.0,63.5,1012.15,7.977,DAR
2009-07-02,23.3,31.6,0.0,46.0,66.5,1012.5,8.213,DAR
2009-07-03,20.2,33.2,0.0,46.0,65.5,1012.65,8.209,DAR
2009-07-04,20.2,31.6,0.0,41.0,30.5,1014.1,8.21,DAR
2009-07-05,17.7,29.9,0.0,31.0,34.0,1013.15,8.202,DAR
2009-07-06,15.2,31.4,0.0,30.0,35.0,1012.55,8.122,DAR
2009-07-07,18.4,30.8,0.0,37.0,27.5,1012.35,7.841,DAR
2009-07-08,18.5,30.1,0.0,37.0,26.0,1012.95,8.19,DAR
2009-07-09,18.2,30.1,0.0,35.0,23.5,1012.35,7.611,DAR
2009-07-10,16.5,30.7,0.0,39.0,30.0,1011.8,7.925,DAR
2009-07-11,18.4,30.7,0.0,35.0,46.5,1010.7,7.411,DAR
2009-07-12,18.8,30.1,0.0,37.0,59.0,1011.15,7.853,DAR
2009-07-13,20.6,29.5,0.0,30.0,66.0,1011.35,8.043,DAR
2009-07-14,18.5,32.3,0.0,41.0,63.0,1011.95,8.264,DAR
2009-07-15,18.8,31.6,0.0,33.0,37.0,1013.85,8.674,DAR
2009-07-16,17.9,29.9,0.0,35.0,24.0,1014.1,8.045,DAR
2009-07-17,17.0,29.3,0.0,48.0,25.0,1013.5,8.285,DAR
2009-07-18,17.2,30.4,0.0,33.0,50.0,1014.1,8.657,DAR
2009-07-19,20.3,31.9,0.0,39.0,42.0,1013.2,8.847,DAR
2009-07-20,20.8,31.1,0.0,35.0,66.0,1014.35,8.524,DAR
2009-07-21,20.9,30.6,0.0,26.0,63.5,1013.75,9.12,DAR
2009-07-22,21.1,30.3,0.0,31.0,67.0,1012.55,9.383,DAR
2009-07-23,20.2,32.0,0.0,33.0,66.5,1012.3,9.689,DAR
2009-07-24,19.9,33.6,0.0,50.0,52.5,1013.25,9.397,DAR
2009-07-25,19.4,33.6,0.0,41.0,58.0,1013.8,9.532,DAR
2009-07-26,19.8,31.9,0.0,43.0,62.0,1013.0,9.804,DAR
2009-07-27,18.9,33.4,0.0,44.0,41.5,1013.25,9.514,DAR
2009-07-28,20.0,32.3,0.0,44.0,26.0,1014.3,9.81,DAR
2009-07-29,18.4,30.7,0.0,41.0,22.0,1015.6,10.061,DAR
2009-07-30,15.1,31.0,0.0,48.0,26.5,1014.9,9.981,DAR
2009-07-31,17.0,30.6,0.0,48.0,28.0,1013.8,9.641,DAR
2009-08-01,18.0,31.2,0.0,52.0,24.0,1013.3,9.953,DAR
2009-08-02,19.3,31.1,0.0,37.0,33.0,1013.85,9.703,DAR
2009-08-03,16.2,31.7,0.0,41.0,33.0,1014.2,9.749,DAR
2009-08-04,20.0,32.2,0.0,35.0,42.5,1013.05,9.721,DAR
2009-08-05,17.4,32.0,0.0,35.0,58.0,1012.75,9.538,DAR
2009-08-06,17.2,31.8,0.0,39.0,50.5,1012.15,10.014,DAR
2009-08-07,17.0,30.2,0.0,33.0,46.5,1012.8,9.772,DAR
2009-08-08,17.7,31.5,0.0,35.0,51.5,1012.5,9.685,DAR
2009-08-09,18.5,32.1,0.0,35.0,55.0,1011.7,9.899,DAR
2009-08-10,20.8,32.2,0.0,33.0,47.5,1012.75,9.972,DAR
2009-08-11,18.9,31.1,0.0,35.0,60.0,1013.25,10.474,DAR
2009-08-12,18.9,30.3,0.0,43.0,64.5,1013.7,10.238,DAR
2009-08-13,19.1,31.6,0.0,33.0,54.5,1013.05,10.535,DAR
2009-08-14,20.6,31.9,0.0,43.0,59.0,1013.55,10.391,DAR
2009-08-15,21.1,31.5,0.0,33.0,63.5,1013.3,10.54,DAR
2009-08-16,19.8,31.7,0.0,43.0,58.5,1013.1,10.286,DAR
2009-08-17,20.9,33.6,0.0,41.0,48.5,1013.8,10.406,DAR
2009-08-18,19.4,33.9,0.0,56.0,48.5,1014.3,10.636,DAR
2009-08-19,19.1,32.9,0.0,52.0,43.5,1014.95,10.423,DAR
2009-08-20,20.2,32.1,0.0,48.0,57.5,1014.0,9.908,DAR
2009-08-21,20.6,33.0,0.0,43.0,50.5,1012.4,11.111,DAR
2009-08-22,20.4,33.5,0.0,44.0,49.0,1012.5,11.066,DAR
2009-08-23,20.7,31.0,0.0,35.0,52.0,1012.4,10.826,DAR
2009-08-24,21.1,31.4,0.0,37.0,58.5,1012.15,11.313,DAR
2009-08-25,22.6,30.9,0.0,37.0,61.0,1011.85,11.568,DAR
2009-08-26,21.8,31.7,0.0,33.0,61.0,1011.8,11.364,DAR
2009-08-27,22.6,33.5,0.0,39.0,55.5,1012.05,12.246,DAR
2009-08-28,23.2,32.9,0.0,33.0,56.0,1011.25,11.663,DAR
2009-08-29,23.8,32.7,0.0,31.0,61.5,1012.4,10.991,DAR
2009-08-30,23.2,32.0,0.0,31.0,60.0,1012.05,12.267,DAR
2009-08-31,23.3,32.4,0.0,33.0,56.0,1012.65,11.871,DAR
2009-09-01,23.9,33.8,0.0,39.0,59.5,1011.55,12.051,DAR
2009-09-02,22.9,32.7,0.0,37.0,62.5,1011.95,12.084,DAR
2009-09-03,22.3,33.6,0.0,41.0,56.0,1011.65,13.0,DAR
2009-09-04,22.7,33.9,0.0,39.0,53.0,1011.2,12.294,DAR
2009-09-05,23.2,33.2,0.0,35.0,62.0,1012.1,12.08,DAR
2009-09-06,24.8,33.1,0.0,35.0,60.5,1011.65,12.674,DAR
2009-09-07,24.1,32.6,0.0,46.0,64.0,1011.2,12.086,DAR
2009-09-08,22.0,32.5,10.2,35.0,69.0,1011.1,12.789,DAR
2009-09-09,25.7,32.4,0.0,37.0,66.5,1011.75,12.911,DAR
2009-09-10,23.5,32.3,9.2,24.0,59.0,1012.55,13.202,DAR
2009-09-11,25.0,35.2,0.0,39.0,55.0,1012.65,12.822,DAR
2009-09-12,23.2,34.5,0.0,37.0,43.5,1013.85,13.311,DAR
2009-09-13,23.6,32.1,0.0,39.0,63.5,1014.6,13.165,DAR
2009-09-14,24.5,32.1,0.0,35.0,63.5,1012.8,13.116,DAR
2009-09-15,25.0,34.6,0.0,43.0,57.5,1010.8,13.326,DAR
2009-09-16,23.4,34.7,0.0,37.0,63.5,1011.85,13.272,DAR
2009-09-17,23.7,32.1,0.0,41.0,57.5,1012.35,13.744,DAR
2009-09-18,23.1,33.4,0.0,41.0,56.0,1012.95,13.284,DAR
2009-09-19,22.1,33.0,0.0,37.0,56.0,1012.2,13.152,DAR
2009-09-20,24.5,33.2,0.0,35.0,55.5,1012.05,13.376,DAR
2009-09-21,25.0,32.7,0.0,41.0,58.0,1010.65,13.68,DAR
2009-09-22,27.2,33.3,0.0,44.0,61.0,1010.25,13.587,DAR
2009-09-23,26.3,33.2,0.0,41.0,62.0,1009.7,13.768,DAR
2009-09-24,25.5,35.2,0.0,48.0,57.5,1010.65,13.101,DAR
2009-09-25,23.9,34.7,0.0,37.0,53.5,1010.1,13.635,DAR
2009-09-26,24.7,34.2,0.0,33.0,57.0,1009.15,13.033,DAR
2009-09-27,24.5,34.8,15.0,41.0,55.5,1009.5,14.01,DAR
2009-09-28,23.6,33.9,0.0,35.0,56.5,1009.45,13.418,DAR
2009-09-29,23.5,32.9,0.0,33.0,53.5,1008.55,13.302,DAR
2009-09-30,23.0,34.5,0.0,46.0,45.5,1009.6,13.657,DAR
2009-10-01,25.0,33.5,0.0,33.0,61.5,1010.6,14.538,DAR
2009-10-02,25.5,33.2,13.0,43.0,69.5,1011.15,14.122,DAR
2009-10-03,25.5,33.0,0.0,39.0,67.5,1010.8,14.442,DAR
2009-10-04,25.9,34.1,0.0,41.0,60.5,1011.45,13.818,DAR
2009-10-05,24.7,34.9,18.2,33.0,64.5,1012.05,14.092,DAR
2009-10-06,25.1,36.3,0.0,37.0,59.5,1010.8,13.416,DAR
2009-10-07,22.5,33.9,0.0,44.0,53.5,1010.6,14.185,DAR
2009-10-08,22.7,35.4,0.0,33.0,52.0,1010.65,13.88,DAR
2009-10-09,23.7,36.1,0.0,41.0,53.5,1011.85,14.843,DAR
2009-10-10,22.5,34.9,0.0,37.0,46.5,1013.15,14.195,DAR
2009-10-11,24.1,33.4,0.0,41.0,60.5,1013.8,13.564,DAR
2009-10-12,25.4,33.6,0.0,35.0,55.5,1012.75,13.968,DAR
2009-10-13,26.2,32.9,0.0,41.0,59.0,1011.5,14.454,DAR
2009-10-14,24.6,33.5,0.8,41.0,62.0,1011.0,14.0,DAR
2009-10-15,25.9,34.9,0.4,37.0,52.5,1011.35,14.422,DAR
2009-10-16,23.6,35.0,0.0,37.0,58.0,1011.35,15.001,DAR
2009-10-17,24.9,37.8,0.0,46.0,47.0,1011.55,14.069,DAR
2009-10-18,24.7,38.0,0.0,48.0,14.0,1012.1,14.578,DAR
2009-10-19,22.3,35.1,0.0,35.0,37.5,1012.55,15.228,DAR
2009-10-20,24.3,34.9,0.0,46.0,52.5,1012.5,14.402,DAR
2009-10-21,25.6,34.8,0.0,48.0,49.5,1012.9,14.717,DAR
2009-10-22,25.4,35.0,0.0,46.0,51.0,1012.6,13.889,DAR
2009-10-23,24.5,35.5,0.0,39.0,50.0,1011.5,13.952,DAR
2009-10-24,24.1,35.5,0.0,35.0,54.5,1010.85,14.083,DAR
2009-10-25,24.5,36.4,0.0,37.0,51.5,1011.55,14.084,DAR
2009-10-26,24.0,33.5,0.0,37.0,51.5,1009.45,13.754,DAR
2009-10-27,28.0,34.3,0.0,46.0,57.5,1010.0,13.714,DAR
2009-10-28,24.6,35.1,0.8,35.0,49.0,1010.75,14.614,DAR
2009-10-29,24.7,35.4,0.0,35.0,46.5,1010.35,13.92,DAR
2009-10-30,25.0,33.1,0.0,33.0,57.5,1010.45,12.947,DAR
2009-10-31,24.2,34.7,0.2,50.0,54.0,1010.15,12.998,DAR
2009-11-01,25.6,35.7,0.0,48.0,52.0,1011.2,13.452,DAR
2009-11-02,25.7,34.9,0.0,37.0,53.0,1012.1,13.199,DAR
2009-11-03,23.8,33.0,14.8,33.0,74.5,1011.45,13.306,DAR
2009-11-04,26.1,31.6,7.4,28.0,69.5,1011.6,14.357,DAR
2009-11-05,24.8,33.4,0.0,33.0,57.5,1009.15,14.302,DAR
2009-11-06,24.5,34.1,0.0,37.0,58.0,1008.8,14.133,DAR
2009-11-07,25.2,34.2,0.0,41.0,52.5,1009.3,14.572,DAR
2009-11-08,25.8,36.2,0.0,41.0,50.0,1009.4,13.896,DAR
2009-11-09,23.6,34.3,21.8,48.0,60.5,1007.8,13.692,DAR
2009-11-10,22.7,33.5,7.2,52.0,68.0,1006.8,15.116,DAR
2009-11-11,23.4,34.9,21.0,50.0,61.5,1008.35,14.03,DAR
2009-11-12,25.3,33.2,23.4,54.0,86.0,1010.25,13.444,DAR
2009-11-13,23.9,33.5,8.6,35.0,72.0,1009.5,14.398,DAR
2009-11-14,24.7,33.3,0.0,39.0,60.5,1007.7,14.158,DAR
2009-11-15,25.1,33.3,7.2,37.0,66.0,1006.7,14.027,DAR
2009-11-16,26.2,33.3,0.0,48.0,60.5,1007.25,14.221,DAR
2009-11-17,24.0,33.4,9.0,41.0,71.0,1008.8,14.78,DAR
2009-11-18,26.5,34.0,0.4,35.0,60.5,1007.15,14.186,DAR
2009-11-19,26.5,34.0,0.0,35.0,59.0,1008.2,14.89,DAR
2009-11-20,26.1,33.3,0.0,,57.5,1008.5,14.961,DAR
2009-11-21,26.7,33.5,0.0,31.0,62.5,1007.6,14.539,DAR
2009-11-22,26.8,34.4,0.0,35.0,54.0,1007.6,13.987,DAR
2009-11-23,27.4,33.8,0.6,33.0,59.5,1008.5,13.974,DAR
2009-11-24,24.2,30.3,0.2,39.0,73.0,1009.4,14.548,DAR
2009-11-25,24.4,33.4,0.0,33.0,54.5,1008.55,14.483,DAR
2009-11-26,24.6,33.9,0.2,46.0,64.5,1009.25,14.767,DAR
2009-11-27,25.4,32.7,8.6,35.0,68.0,1010.15,14.519,DAR
2009-11-28,25.6,32.8,0.0,50.0,67.5,1009.4,14.352,DAR
2009-11-29,26.1,34.4,0.6,39.0,64.0,1007.65,14.159,DAR
2009-11-30,25.5,34.5,0.0,39.0,66.0,1008.5,13.909,DAR
2009-12-01,26.4,35.4,0.0,67.0,60.5,1008.7,14.04,DAR
2009-12-02,23.2,32.8,17.0,56.0,78.0,1010.15,13.794,DAR
2009-12-03,23.9,34.7,0.8,37.0,66.0,1008.95,13.617,DAR
2009-12-04,26.7,34.0,0.0,35.0,72.0,1009.25,14.034,DAR
2009-12-05,24.9,34.8,1.0,28.0,55.0,1009.7,14.612,DAR
2009-12-06,26.0,35.1,0.4,54.0,56.5,1009.05,14.983,DAR
2009-12-07,25.6,35.7,0.0,50.0,64.5,1008.25,14.535,DAR
2009-12-08,26.7,34.7,0.0,39.0,63.5,1007.7,14.003,DAR
2009-12-09,28.4,34.8,0.8,44.0,60.5,1006.45,14.338,DAR
2009-12-10,29.7,32.3,0.0,,70.0,1006.15,14.442,DAR
2009-12-11,23.0,32.3,22.0,39.0,80.5,1006.2,14.329,DAR
2009-12-12,23.4,26.1,141.2,94.0,97.5,1004.2,14.749,DAR
2009-12-13,24.0,27.9,162.2,46.0,90.0,1006.6,14.673,DAR
2009-12-14,24.3,28.2,31.8,35.0,90.0,1008.05,15.632,DAR
